Sequence,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,liked,,,,,,,,,,,,,,,,,
18078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
